"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0009267","BP","GO:0009267","cellular response to starvation","11/675","164/22853",0.00965933432406431,0.0901069295469367,0.0756131718507015,"Nuak2/Hnrnpl/Sirt1/Cpeb4/Sik1/Tcf7l2/Pik3c2a/Szt2/Sh3glb1/Dap/Mars1",11
"GO:0045995","BP","GO:0045995","regulation of embryonic development","6/675","62/22853",0.00983363063123335,0.0913530034002982,0.0766588139215903,"B4galt5/Trip12/Rab14/Phldb2/Plcb1/Clasp1",6
"GO:1903078","BP","GO:1903078","positive regulation of protein localization to plasma membrane","6/675","62/22853",0.00983363063123335,0.0913530034002982,0.0766588139215903,"Nrxn1/Sorbs1/Atp2c1/Myo5a/Dpp6/Rhog",6
"GO:0048592","BP","GO:0048592","eye morphogenesis","12/675","187/22853",0.00986012695401268,0.0914098959558985,0.076706555272952,"Slc4a7/Scrib/Zeb1/Pou2f1/Abi2/Prom1/Tenm3/Ephb1/Ptprm/Ccdc66/Phactr4/Miat",12
"GO:0006699","BP","GO:0006699","bile acid biosynthetic process","4/675","29/22853",0.00996342398351527,0.0921770792041918,0.0773503366012677,"Sirt1/Cyp39a1/Stard4/Pex2",4
"GO:0045185","BP","GO:0045185","maintenance of protein location","8/675","101/22853",0.0101355832691453,0.0935768768079319,0.0785249758582038,"Mprip/Gopc/Flna/Arl2bp/Pkd1/Vps13c/Morc3/Sun2",8
"GO:0045860","BP","GO:0045860","positive regulation of protein kinase activity","19/675","357/22853",0.0102468392675771,0.0944097901306329,0.0792239145360923,"Map3k4/Sirt1/Tom1l1/Ptk2/App/Nrxn1/Epha4/Vangl2/Src/Fbxw7/Dab1/Ezh2/Pkd1/Map2k4/Fermt2/Srcin1/Agrn/Tead1/Nrg1",19
"GO:0051961","BP","GO:0051961","negative regulation of nervous system development","11/675","166/22853",0.010520422296207,0.0964499595153682,0.0809359213602975,"Tsc2/Ptprs/Sirt2/Sema6a/Rtn4/Ptk2/Slit1/Sema6d/Dab1/Plxna3/Pcm1",11
"GO:0045787","BP","GO:0045787","positive regulation of cell cycle","18/675","333/22853",0.0105666714505663,0.0964499595153682,0.0809359213602975,"Cul3/Usp19/Sirt2/Cdc27/App/Wiz/Meis2/Nsfl1c/Src/Eif4g3/Cdc7/Ezh2/Sh2b1/Atrx/Pkd1/Eif4g1/Plcb1/Srpk2",18
"GO:0007009","BP","GO:0007009","plasma membrane organization","10/675","144/22853",0.0105683532965057,0.0964499595153682,0.0809359213602975,"Psap/Mtss1/Asap1/Plec/Epb41l3/Bin1/Ank2/Sh3glb1/Agrn/Ehd2",10
"GO:0090316","BP","GO:0090316","positive regulation of intracellular protein transport","10/675","144/22853",0.0105683532965057,0.0964499595153682,0.0809359213602975,"Fyn/Tcf7l2/Fbxw7/Asph/Flna/Pcm1/Pik3r2/Tcaf1/Sh3glb1/Tardbp",10
"GO:0051703","BP","GO:0051703","biological process involved in intraspecies interaction between organisms","6/675","63/22853",0.0106047794490412,0.0964499595153682,0.0809359213602975,"Tsc2/Nrxn1/Nlgn3/Pcm1/Gng8/Atxn1l",6
"GO:0051785","BP","GO:0051785","positive regulation of nuclear division","6/675","63/22853",0.0106047794490412,0.0964499595153682,0.0809359213602975,"Cul3/Sirt2/Cdc27/Eif4g3/Sh2b1/Plcb1",6
"GO:0008361","BP","GO:0008361","regulation of cell size","13/675","212/22853",0.0106187385782465,0.0964499595153682,0.0809359213602975,"Tsc2/Eif2b2/Ptprs/Sema6a/Rtn4/Slit1/Fn1/Sema6d/Macf1/Add1/Cyfip1/Plxna3/Nrg1",13
"GO:0006476","BP","GO:0006476","protein deacetylation","8/675","102/22853",0.0107226417486006,0.0968058219838453,0.0812345431213481,"Sirt2/Sirt1/Mta1/Tbl1xr1/Ncor2/Flna/Hdac11/Mta2",8
"GO:2000060","BP","GO:2000060","positive regulation of ubiquitin-dependent protein catabolic process","8/675","102/22853",0.0107226417486006,0.0968058219838453,0.0812345431213481,"Sirt2/Dab2/Ptk2/Arih1/Fbxw7/Smurf1/Cop1/Rnf14",8
"GO:2001243","BP","GO:2001243","negative regulation of intrinsic apoptotic signaling pathway","8/675","102/22853",0.0107226417486006,0.0968058219838453,0.0812345431213481,"Bcl2l12/Sirt1/Rrm2b/Src/Ybx3/G2e3/Sh3glb1/Opa1",8
"GO:0000722","BP","GO:0000722","telomere maintenance via recombination","3/675","16/22853",0.0107798935823382,0.09693263026844,0.0813409542116312,"Smc6/Rad51/Tprkb",3
"GO:0070572","BP","GO:0070572","positive regulation of neuron projection regeneration","3/675","16/22853",0.0107798935823382,0.09693263026844,0.0813409542116312,"Rtn4/Flna/Nrg1",3
"GO:1903052","BP","GO:1903052","positive regulation of proteolysis involved in cellular protein catabolic process","9/675","123/22853",0.0108312775067821,0.0971998843458626,0.0815652202984412,"Sirt2/Dab2/Ptk2/Arih1/Fbxw7/Tmtc3/Smurf1/Cop1/Rnf14",9
"GO:0050821","BP","GO:0050821","protein stabilization","12/675","190/22853",0.0110959599909011,0.0992489954996578,0.0832847306023896,"Usp19/Rtn4/Sugt1/Wiz/Epha4/Stxbp1/Fbxw7/Flna/Ank2/Apbb1/Morc3/Aak1",12
"GO:0006887","BP","GO:0006887","exocytosis","21/675","411/22853",0.0111039060592825,0.0992489954996578,0.0832847306023896,"Septin1/Stxbp2/Git1/Exoc7/Dmtn/Rab2b/Scrib/Nrxn1/Rab3il1/Stxbp1/Erc1/Apba2/Pik3c2a/Cask/Ap1g1/Exoc3/Myo5a/Exoc1/Srcin1/Erc2/Clasp1",21
"GO:0042060","BP","GO:0042060","wound healing","19/675","360/22853",0.0111259738659077,0.0992489954996578,0.0832847306023896,"Evl/Dmtn/Plec/Scrib/Ptk2/Fn1/Vangl2/Stxbp1/Gnas/Macf1/Adipor2/Cask/Flna/Tpm1/Phldb2/Fermt2/Abat/Nrg1/Clasp1",19
"GO:0001941","BP","GO:0001941","postsynaptic membrane organization","5/675","46/22853",0.0111807444930413,0.0995396836116593,0.083528661344212,"Nrxn1/Sorbs1/Nlgn3/Agrn/Gphn",5
"GO:0021533","BP","GO:0021533","cell differentiation in hindbrain","4/675","30/22853",0.0112331364411477,0.0996108363862249,0.083588369149127,"Psap/Nrxn1/Ophn1/Atxn2",4
"GO:0021952","BP","GO:0021952","central nervous system projection neuron axonogenesis","4/675","30/22853",0.0112331364411477,0.0996108363862249,0.083588369149127,"Nin/Epha4/Ephb1/Szt2",4
"GO:0099572","CC","GO:0099572","postsynaptic specialization","37/680","350/22838",2.82211255766888e-11,1.56345035694856e-08,1.08131470630681e-08,"Tsc2/Nsmf/Ptprs/Fyn/Cpeb4/Rtn4/Nrcam/Camk2g/Dmtn/Ctnnd2/Scrib/Epb41l3/Add3/Ablim1/Rpl14/Epha4/Src/Fxr1/Dab1/Macf1/Add1/Erc1/Cask/Nlgn3/Cadm1/Map4/Ank2/Srcin1/Dnm3/Erc2/Gphn/Syn3/Dlgap4/Nrg1/Ctnna2/Dtnb/Synj2bp",37
"GO:0014069","CC","GO:0014069","postsynaptic density","35/680","328/22838",7.52730597990649e-11,2.0850637564341e-08,1.44207335615051e-08,"Tsc2/Nsmf/Ptprs/Fyn/Cpeb4/Rtn4/Nrcam/Camk2g/Dmtn/Ctnnd2/Scrib/Epb41l3/Add3/Ablim1/Rpl14/Epha4/Src/Fxr1/Dab1/Macf1/Add1/Erc1/Cask/Cadm1/Map4/Ank2/Srcin1/Dnm3/Erc2/Gphn/Syn3/Nrg1/Ctnna2/Dtnb/Synj2bp",35
"GO:0032279","CC","GO:0032279","asymmetric synapse","35/680","337/22838",1.58947945944746e-10,2.93523873511298e-08,2.03007201136448e-08,"Tsc2/Nsmf/Ptprs/Fyn/Cpeb4/Rtn4/Nrcam/Camk2g/Dmtn/Ctnnd2/Scrib/Epb41l3/Add3/Ablim1/Rpl14/Epha4/Src/Fxr1/Dab1/Macf1/Add1/Erc1/Cask/Cadm1/Map4/Ank2/Srcin1/Dnm3/Erc2/Gphn/Syn3/Nrg1/Ctnna2/Dtnb/Synj2bp",35
"GO:0098984","CC","GO:0098984","neuron to neuron synapse","35/680","359/22838",8.81572926686401e-10,1.22097850346067e-07,8.44454066615394e-08,"Tsc2/Nsmf/Ptprs/Fyn/Cpeb4/Rtn4/Nrcam/Camk2g/Dmtn/Ctnnd2/Scrib/Epb41l3/Add3/Ablim1/Rpl14/Epha4/Src/Fxr1/Dab1/Macf1/Add1/Erc1/Cask/Cadm1/Map4/Ank2/Srcin1/Dnm3/Erc2/Gphn/Syn3/Nrg1/Ctnna2/Dtnb/Synj2bp",35
"GO:0030133","CC","GO:0030133","transport vesicle","32/680","314/22838",1.56638157990085e-09,1.73555079053014e-07,1.20034293701875e-07,"Septin1/Apc/Ptprs/Atp6v0a1/Gopc/App/Bin1/Rab3il1/Vti1a/Slc2a8/Dnm1/Rab14/Sec23b/Gnas/Clta/Erc1/Apba2/Ap1g1/Cadm1/Yipf2/Atp2c1/Myo5a/Sh3glb1/Sec24c/Wdr7/Madd/Ap1g2/Aftph/Syn3/Sort1/Ap1ar/Scamp4",32
"GO:0098793","CC","GO:0098793","presynapse","38/680","490/22838",8.84941921602813e-08,8.1709637427993e-06,5.65120806076182e-06,"Septin1/Cadm3/Apc/Git1/Ptprs/Atp6v0a1/Itsn2/Rab2b/Septin3/Scrib/App/Nrxn1/Bin1/Vti1a/Epha4/Slc2a8/Stxbp1/Dnm1/Fxr1/Clta/Erc1/Cyfip1/Apba2/Cask/Ophn1/Cadm1/Myo5a/Apbb1/Sh3glb1/Dnm3/Wdr7/Erc2/Madd/Aak1/Syn3/Nrg1/Ctnna2/Hnrnpr",38
"GO:0030427","CC","GO:0030427","site of polarized growth","22/680","208/22838",2.96174721488878e-07,2.34401136721198e-05,1.6211668965707e-05,"Tsc2/Apc/Sirt1/Rtn4/Exoc7/Nin/App/Nrxn1/Epha4/Fxr1/Auts2/Cyfip1/Flna/Tmod2/Trak1/Ptprf/Apbb1/Erc2/Agrn/Taok2/Hnrnpr/Fryl",22
"GO:0030135","CC","GO:0030135","coated vesicle","21/680","199/22838",5.70232851016128e-07,3.94886249328668e-05,2.73111523381409e-05,"Epn2/Lman2l/Ergic3/Gopc/Numb/Dab2/App/Yif1a/Vti1a/Vangl2/Rab14/Sec23b/Gnas/Clta/Pik3c2a/Ap1g1/Sec24c/Ap1g2/Aftph/Ap2a1/Sort1",21
"GO:0030426","CC","GO:0030426","growth cone","21/680","201/22838",6.72996332047933e-07,4.14266631060617e-05,2.86515397503448e-05,"Tsc2/Apc/Sirt1/Rtn4/Exoc7/Nin/App/Nrxn1/Epha4/Fxr1/Auts2/Cyfip1/Flna/Tmod2/Trak1/Ptprf/Apbb1/Erc2/Agrn/Taok2/Hnrnpr",21
"GO:0098978","CC","GO:0098978","glutamatergic synapse","27/680","319/22838",1.25530559512972e-06,6.95439299701864e-05,4.80980249081281e-05,"Ptprs/Atad1/Nrcam/Numb/Arf4/Nrxn1/Epha4/Abi2/Stxbp1/Dnm1/Fxr1/Adgrl2/Clta/Erc1/Gripap1/Ophn1/Cadm1/Nedd4/Ephb1/Arhgap39/Myo5a/Apbb1/Erc2/Plcb1/Syn3/Dlgap4/Nrg1",27
"GO:0005938","CC","GO:0005938","cell cortex","26/680","305/22838",1.72457210460519e-06,8.68557223592067e-05,6.0071219720219e-05,"Septin1/Tchp/Apc/Nsmf/Exoc7/Dmtn/Septin3/Spire1/Mark2/Add3/Asph/Clta/Macf1/Erc1/Flna/Dctn1/Nedd4/Phldb2/Exoc3/Exoc1/Erc2/Sptan1/Ctnna2/Clasp1/Fryl/Rhog",26
"GO:0031252","CC","GO:0031252","cell leading edge","31/680","410/22838",2.32025330596437e-06,0.000107118360958689,7.4085280997459e-05,"Adgre5/Stxbp2/Sgce/Apc/Evl/Pdlim7/Arf4/Scrib/Ptk2/App/Epb41l3/Ablim1/Vim/Abi2/Arhgap1/Gnas/Src/Macf1/Cyfip1/Sh2b1/Dctn1/Tpm1/Phldb2/Ptprm/Myo5a/Apbb1/Srcin1/Aak1/Nrg1/Ctnna2/Phactr4",31
"GO:0044295","CC","GO:0044295","axonal growth cone","9/680","42/22838",3.22699931290318e-06,0.000137519816872951,9.51115586960938e-05,"Apc/Nin/Nrxn1/Epha4/Cyfip1/Flna/Trak1/Agrn/Taok2",9
"GO:0005912","CC","GO:0005912","adherens junction","16/680","139/22838",4.05331705414691e-06,0.000160395546285528,0.000110932887797705,"Apc/Pdlim7/Ctnnd2/Mtss1/Scrib/Sorbs1/Frmd4a/Abi2/Add1/Ccdc85a/Ptprm/Fermt2/Camsap3/Klhl24/Ctnna2/Afdn",16
"GO:0005802","CC","GO:0005802","trans-Golgi network","22/680","245/22838",4.64251831198828e-06,0.000171463676322767,0.000118587836179911,"Rbfox1/Ap1b1/Tjap1/Birc6/Pam/Rab14/Stx16/Gnas/Nbea/Pik3c2a/Flna/Ap1g1/Yipf2/Atp2c1/Dop1a/Pcsk7/Dennd5a/Ap1g2/Atxn2/Nmnat2/Aftph/Scamp4",22
"GO:0032432","CC","GO:0032432","actin filament bundle","13/680","97/22838",6.04292800654216e-06,0.000197692686602261,0.000136728363905041,"Mprip/Pls3/Pdlim7/Ptk2/Sorbs1/Ablim1/Flnb/Vangl2/Flna/Tpm1/Daam1/Fermt2/Limch1",13
"GO:0005905","CC","GO:0005905","clathrin-coated pit","11/680","70/22838",6.59125468026288e-06,0.000197692686602261,0.000136728363905041,"Itsn2/Numb/Dab2/Lrp12/App/Clta/Fchsd2/Ap1s2/Aak1/Ap2a1/Sort1",11
"GO:0030117","CC","GO:0030117","membrane coat","13/680","98/22838",6.78007408924723e-06,0.000197692686602261,0.000136728363905041,"Epn2/Ap1b1/Dab2/Dnm1/Sec23b/Clta/Ap1s2/Ap1g1/Sec24c/Ap1g2/Aftph/Aak1/Ap2a1",13
"GO:0048475","CC","GO:0048475","coated membrane","13/680","98/22838",6.78007408924723e-06,0.000197692686602261,0.000136728363905041,"Epn2/Ap1b1/Dab2/Dnm1/Sec23b/Clta/Ap1s2/Ap1g1/Sec24c/Ap1g2/Aftph/Aak1/Ap2a1",13
"GO:0042734","CC","GO:0042734","presynaptic membrane","15/680","132/22838",9.4426026741906e-06,0.00026156009407508,0.000180900388073967,"Cadm3/Ptprs/Itsn2/Septin3/Scrib/Nrxn1/Epha4/Stxbp1/Dnm1/Cask/Cadm1/Apbb1/Erc2/Nrg1/Ctnna2",15
"GO:0030118","CC","GO:0030118","clathrin coat","9/680","48/22838",1.03493781841177e-05,0.000273026453047677,0.000188830759850569,"Epn2/Ap1b1/Dab2/Clta/Ap1g1/Ap1g2/Aftph/Aak1/Ap2a1",9
"GO:0016607","CC","GO:0016607","nuclear speck","26/680","343/22838",1.43372781458399e-05,0.000361038731490696,0.000249701877755298,"Mef2c/Fnbp4/Rbm25/Atp6v0a1/Zc3h14/Gtf2h2/Acin1/Son/Sf3b1/Trip12/Hp1bp3/Tfip11/Dusp11/Tcf12/Srek1/Ythdc1/Ppp1r16b/Haus6/Tardbp/Ncapg2/Maml1/Plcb1/Srsf11/Srpk2/Snrnp70/Afdn",26
"GO:0099738","CC","GO:0099738","cell cortex region","9/680","51/22838",1.73378133348198e-05,0.000409184496223294,0.000283000487602658,"Tchp/Mark2/Clta/Erc1/Dctn1/Phldb2/Erc2/Ctnna2/Clasp1",9
"GO:0030140","CC","GO:0030140","trans-Golgi network transport vesicle","7/680","29/22838",1.77264041685182e-05,0.000409184496223294,0.000283000487602658,"Gopc/Rab14/Clta/Ap1g1/Ap1g2/Aftph/Sort1",7
"GO:0005819","CC","GO:0005819","spindle","25/680","334/22838",2.57575581350929e-05,0.000570787488273658,0.00039476846994416,"Septin1/Cul3/Git1/Sirt2/Smc6/Cdc27/Nin/App/Birc6/Wdr73/Nsfl1c/Tbl1xr1/Cdc7/Kntc1/Cbx3/Dctn1/Map4/Tubgcp5/Aspm/Rif1/Haus6/Kif16b/Dync2i1/Cep170/Clasp1",25
"GO:0099568","CC","GO:0099568","cytoplasmic region","20/680","235/22838",2.71751186947475e-05,0.000579039067572696,0.000400475433396279,"Tulp3/Tchp/Zc3h14/Arl13b/Mark2/Atg16l1/Dync1i2/Clta/Erc1/Dctn1/Map4/Phldb2/Map2k4/Erc2/Dync2i1/Camsap3/Ctnna2/Bbs5/Clasp1/Wdr35",20
"GO:0042641","CC","GO:0042641","actomyosin","12/680","97/22838",3.11378966694097e-05,0.000637495553961978,0.000440905152274672,"Mprip/Pdlim7/Ptk2/Sorbs1/Ablim1/Flnb/Vangl2/Tpm1/Daam1/Myo5a/Fermt2/Limch1",12
"GO:0030136","CC","GO:0030136","clathrin-coated vesicle","13/680","113/22838",3.22199918969953e-05,0.000637495553961978,0.000440905152274672,"Epn2/Gopc/Numb/Dab2/Vti1a/Rab14/Clta/Pik3c2a/Ap1g1/Ap1g2/Aftph/Ap2a1/Sort1",13
"GO:0005874","CC","GO:0005874","microtubule","29/680","428/22838",3.81795392572968e-05,0.000716851309826074,0.000495789239552899,"Cul3/Apc/Nav1/Sirt2/Nin/Mta1/Sybu/Tuba4a/Dnm1/Camsap1/Dync1i2/Macf1/Kntc1/Dctn1/Map4/Tubgcp5/Aspm/Wdr44/Haus6/Opa1/Kif16b/Dnm3/Camsap3/Ccdc66/Clip1/Cep170/Kif1b/Clasp1/Fign",29
"GO:0044304","CC","GO:0044304","main axon","11/680","84/22838",3.88186629869715e-05,0.000716851309826074,0.000495789239552899,"Nav1/Sirt2/Nrcam/App/Epb41l3/Bin1/Dnm1/Cadm1/Apbb1/Sptan1/Nrg1",11
"GO:0098687","CC","GO:0098687","chromosomal region","23/680","302/22838",4.10477678912651e-05,0.000733563335863255,0.000507347623511732,"Zfp276/Apc/Ezh1/Cbx5/Kansl1/Ppp1r12a/Smc6/Rad51/Dclre1b/Meaf6/Tfip11/Kntc1/Ezh2/Cbx3/Atrx/Dctn1/Rif1/Slx4/Sun2/Kmt5b/Mis18bp1/Lrif1/Clasp1",23
"GO:0008021","CC","GO:0008021","synaptic vesicle","18/680","205/22838",4.49951423032705e-05,0.00077897840112537,0.000538757624947054,"Septin1/Apc/Ptprs/Atp6v0a1/App/Bin1/Vti1a/Slc2a8/Dnm1/Clta/Erc1/Apba2/Cadm1/Myo5a/Sh3glb1/Wdr7/Madd/Syn3",18
"GO:0098791","CC","GO:0098791","Golgi apparatus subcompartment","23/680","305/22838",4.7822152023942e-05,0.00080283249155345,0.000555255608826631,"Rbfox1/Ap1b1/Tjap1/Birc6/Pam/Rab14/Stx16/Gnas/Nbea/Nucb2/Pik3c2a/Flna/Ap1g1/Yipf2/Atp2c1/Dop1a/Pcsk7/Dennd5a/Ap1g2/Atxn2/Nmnat2/Aftph/Scamp4",23
"GO:0070382","CC","GO:0070382","exocytic vesicle","19/680","228/22838",5.70324557215458e-05,0.000899530282391968,0.000622133807316505,"Septin1/Apc/Ptprs/Atp6v0a1/App/Bin1/Rab3il1/Vti1a/Slc2a8/Dnm1/Clta/Erc1/Apba2/Cadm1/Myo5a/Sh3glb1/Wdr7/Madd/Syn3",19
"GO:0001725","CC","GO:0001725","stress fiber","11/680","88/22838",6.00769322175141e-05,0.000899530282391968,0.000622133807316505,"Mprip/Pdlim7/Ptk2/Sorbs1/Ablim1/Flnb/Vangl2/Tpm1/Daam1/Fermt2/Limch1",11
"GO:0005798","CC","GO:0005798","Golgi-associated vesicle","11/680","88/22838",6.00769322175141e-05,0.000899530282391968,0.000622133807316505,"Gopc/App/Rab14/Gnas/Clta/Ap1g1/Dop1a/Erc2/Ap1g2/Aftph/Sort1",11
"GO:0097517","CC","GO:0097517","contractile actin filament bundle","11/680","88/22838",6.00769322175141e-05,0.000899530282391968,0.000622133807316505,"Mprip/Pdlim7/Ptk2/Sorbs1/Ablim1/Flnb/Vangl2/Tpm1/Daam1/Fermt2/Limch1",11
"GO:0000118","CC","GO:0000118","histone deacetylase complex","10/680","74/22838",6.60966773405839e-05,0.000963619980175881,0.000666459572076801,"Brd8/Cbx5/Mta1/Tbl1xr1/Ncor2/Ing3/Hdac11/Rere/Srcap/Mta2",10
"GO:0001650","CC","GO:0001650","fibrillar center","14/680","142/22838",9.04615129759979e-05,0.00128501738945392,0.000888744688886997,"Klf6/Rpain/Sirt1/Herc4/Txnrd1/Dab2/Mtdh/Tcof1/Dusp11/Tax1bp3/Aff4/Ccdc137/Gon4l/Nfic",14
"GO:0097060","CC","GO:0097060","synaptic membrane","26/680","387/22838",0.000108744016702898,0.00150610463133514,0.00104165321262776,"Cadm3/Ptprs/Atad1/Nrcam/Itsn2/Septin3/Scrib/Nrxn1/Epha4/Stxbp1/Dnm1/Nbea/Adgrl2/Slc6a6/Cask/Nlgn3/Cadm1/Ank2/Apbb1/Erc2/Usp48/Gphn/Tenm2/Nrg1/Ctnna2/Synj2bp",26
"GO:0000781","CC","GO:0000781","chromosome, telomeric region","12/680","111/22838",0.000118054616220168,0.00152274472471779,0.00105316184647022,"Ezh1/Cbx5/Smc6/Rad51/Dclre1b/Tfip11/Ezh2/Atrx/Rif1/Slx4/Sun2/Lrif1",12
"GO:0034451","CC","GO:0034451","centriolar satellite","12/680","111/22838",0.000118054616220168,0.00152274472471779,0.00105316184647022,"Exoc7/4933427D14Rik/Spag9/Cep20/Pcm1/Pxk/Bbs9/Rab11fip3/Haus6/Ccdc66/Lrif1/Bbs5",12
"GO:0030125","CC","GO:0030125","clathrin vesicle coat","6/680","27/22838",0.000118191377550298,0.00152274472471779,0.00105316184647022,"Epn2/Clta/Ap1g1/Ap1g2/Aftph/Ap2a1",6
"GO:0150034","CC","GO:0150034","distal axon","25/680","371/22838",0.000139839765014891,0.0017236267125966,0.00119209599731173,"Tsc2/Apc/Git1/Sirt1/Rtn4/Exoc7/Nin/App/Nrxn1/Bin1/Epha4/Fxr1/Auts2/Cyfip1/Ophn1/Flna/Tmod2/Trak1/Ptprf/Apbb1/Erc2/Agrn/Aak1/Taok2/Hnrnpr",25
"GO:0030130","CC","GO:0030130","clathrin coat of trans-Golgi network vesicle","4/680","10/22838",0.000141773740884244,0.0017236267125966,0.00119209599731173,"Clta/Ap1g1/Ap1g2/Aftph",4
"GO:0032433","CC","GO:0032433","filopodium tip","5/680","18/22838",0.00014311701945748,0.0017236267125966,0.00119209599731173,"Abi2/Cyfip1/Ephb1/Myo5a/Ap2a1",5
"GO:0005925","CC","GO:0005925","focal adhesion","15/680","169/22838",0.000168499141952035,0.00198613882215804,0.00137365481904907,"Git1/Lims1/Evl/Pdlim7/Plec/Ptk2/Sorbs1/Flnb/Map4k4/Src/Irf2/Pik3r2/Phldb2/Fermt2/Clasp1",15
"GO:0030120","CC","GO:0030120","vesicle coat","8/680","54/22838",0.000184000469605952,0.00211509270175942,0.00146284199779675,"Epn2/Sec23b/Clta/Ap1g1/Sec24c/Ap1g2/Aftph/Ap2a1",8
"GO:0005635","CC","GO:0005635","nuclear envelope","27/680","423/22838",0.0001870749862567,0.00211509270175942,0.00146284199779675,"Mcm3ap/Agpat3/Nup214/Apc/Nsmf/Tmpo/Sirt1/Rtn4/Mta1/App/Nrxn1/Bin1/Tor1aip1/Maco1/Cbx3/Nucb2/Pcm1/Dctn1/Nup54/Rif1/Nudt1/Cuedc2/Ipo8/Sun2/Nemp2/Dpy19l1/Clip1",27
"GO:0030662","CC","GO:0030662","coated vesicle membrane","10/680","84/22838",0.000194645453694653,0.00215667162693675,0.00149159884515481,"Epn2/Dab2/Vti1a/Sec23b/Clta/Ap1g1/Sec24c/Ap1g2/Aftph/Ap2a1",10
"GO:0030134","CC","GO:0030134","COPII-coated ER to Golgi transport vesicle","8/680","55/22838",0.000209772239996022,0.0022787023717215,0.00157599784021779,"Lman2l/Ergic3/App/Yif1a/Vti1a/Vangl2/Sec23b/Sec24c",8
"GO:0030665","CC","GO:0030665","clathrin-coated vesicle membrane","7/680","44/22838",0.000295486467549858,0.00314806736581965,0.00217726870826211,"Epn2/Dab2/Clta/Ap1g1/Ap1g2/Aftph/Ap2a1",7
"GO:0043197","CC","GO:0043197","dendritic spine","16/680","198/22838",0.000304311449974551,0.00318091591105474,0.00219998744370877,"Nsmf/Numb/Arf4/Asap1/Ptk2/Epha4/Abi2/Fxr1/Add1/Cyfip1/Apba2/Ophn1/Nedd4/Apbb1/Dnm3/Tenm2",16
"GO:0030055","CC","GO:0030055","cell-substrate junction","15/680","180/22838",0.00033475769960049,0.00341950331712645,0.00236499944410798,"Git1/Lims1/Evl/Pdlim7/Plec/Ptk2/Sorbs1/Flnb/Map4k4/Src/Irf2/Pik3r2/Phldb2/Fermt2/Clasp1",15
"GO:0072686","CC","GO:0072686","mitotic spindle","14/680","161/22838",0.000339481376249016,0.00341950331712645,0.00236499944410798,"Cul3/Git1/Sirt2/Smc6/Cdc27/Nin/Tbl1xr1/Cdc7/Dctn1/Map4/Aspm/Haus6/Cep170/Clasp1",14
"GO:0070603","CC","GO:0070603","SWI/SNF superfamily-type complex","9/680","75/22838",0.000379661546196712,0.00375593743916033,0.00259768426345119,"Brd8/Mta1/Smarcc2/Ing3/Rsf1/Smarce1/Srcap/Gon4l/Mta2",9
"GO:0044309","CC","GO:0044309","neuron spine","16/680","203/22838",0.000401955748197543,0.00390672779827086,0.00270197400450426,"Nsmf/Numb/Arf4/Asap1/Ptk2/Epha4/Abi2/Fxr1/Add1/Cyfip1/Apba2/Ophn1/Nedd4/Apbb1/Dnm3/Tenm2",16
"GO:0016605","CC","GO:0016605","PML body","9/680","76/22838",0.000419476448268087,0.00393881275153424,0.0027241646238998,"Rpa1/Cbx5/Rpain/Sirt1/Smc6/Rad51/Atrx/Morc3/Lrch4",9
"GO:1904949","CC","GO:1904949","ATPase complex","9/680","76/22838",0.000419476448268087,0.00393881275153424,0.0027241646238998,"Brd8/Mta1/Smarcc2/Ing3/Rsf1/Smarce1/Srcap/Gon4l/Mta2",9
"GO:0098858","CC","GO:0098858","actin-based cell projection","17/680","225/22838",0.000438300147697612,0.00404697136374128,0.0027989693642444,"Pls3/Slc4a7/App/Epha4/Abi2/Fxr1/Prom1/Slc6a6/Cyfip1/Fchsd2/Nedd4/Ephb1/Zswim6/Myo5a/Apbb1/Srcin1/Ap2a1",17
"GO:0012510","CC","GO:0012510","trans-Golgi network transport vesicle membrane","4/680","13/22838",0.000449441354742938,0.00408181164799325,0.00282306562772096,"Clta/Ap1g1/Ap1g2/Aftph",4
"GO:0030131","CC","GO:0030131","clathrin adaptor complex","5/680","24/22838",0.000612308497708546,0.0054712727053312,0.00378404572437879,"Ap1b1/Ap1g1/Ap1g2/Aftph/Ap2a1",5
"GO:0030175","CC","GO:0030175","filopodium","10/680","97/22838",0.000627892028899461,0.00552146323825875,0.0038187585383359,"App/Epha4/Abi2/Fxr1/Cyfip1/Ephb1/Myo5a/Apbb1/Srcin1/Ap2a1",10
"GO:0031301","CC","GO:0031301","integral component of organelle membrane","22/680","343/22838",0.000669763519028959,0.00579764046159443,0.0040097684362918,"Ergic3/Ptprs/Atp6v0a1/Rtn4/Ktn1/Slc22a17/Spire1/Yif1a/Asph/Pex11a/Arl6ip1/Tecr/Slc37a4/Atp2c1/Pcsk7/Acer2/Pex2/Elovl6/Sun2/Immt/Chchd3/Synj2bp",22
"GO:0030658","CC","GO:0030658","transport vesicle membrane","11/680","119/22838",0.000863664842178718,0.00736108188564631,0.00509107696442192,"Apc/Ptprs/Atp6v0a1/Vti1a/Sec23b/Clta/Ap1g1/Sec24c/Ap1g2/Aftph/Syn3",11
